SCC,data.category.text,scc.level.one.text,scc.level.three.text,scc.level.two.text,sector.text,tier.1.description.text,tier.1.2.3.text,tier.2.description.text,naics.sector,naics.subsector,naics.summary,naics.industry
10200212,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200213,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200217,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200218,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200219,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200221,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200222,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200223,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200224,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200225,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200226,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200229,Point,External Combustion Boilers,Subbituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|02 Subbituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200300,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200301,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200302,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200303,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200304,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200306,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200307,Point,External Combustion Boilers,Lignite,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200401,Point,External Combustion Boilers,Residual Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,No attribution,No attribution,No attribution,No attribution
10200402,Point,External Combustion Boilers,Residual Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,No attribution,No attribution,No attribution,No attribution
10200403,Point,External Combustion Boilers,Residual Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,No attribution,No attribution,No attribution,No attribution
10200404,Point,External Combustion Boilers,Residual Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,No attribution,No attribution,No attribution,No attribution
10200405,Point,External Combustion Boilers,Residual Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,No attribution,No attribution,No attribution,No attribution
10200406,Point,External Combustion Boilers,Residual Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|01 Residual,Oil,No attribution,No attribution,No attribution,No attribution
10200501,Point,External Combustion Boilers,Distillate Oil - Grades 1 and 2,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,No attribution,No attribution,No attribution,No attribution
10200502,Point,External Combustion Boilers,Distillate Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,No attribution,No attribution,No attribution,No attribution
10200503,Point,External Combustion Boilers,Distillate Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,No attribution,No attribution,No attribution,No attribution
10200504,Point,External Combustion Boilers,Distillate Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,No attribution,No attribution,No attribution,No attribution
10200505,Point,External Combustion Boilers,Distillate Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,No attribution,No attribution,No attribution,No attribution
10200506,Point,External Combustion Boilers,Distillate Oil,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Oil",Fuel Comb. Industrial,02 Fuel Comb. Industrial|02 Oil|02 Distillate,Oil,No attribution,No attribution,No attribution,No attribution
10200601,Point,External Combustion Boilers,Natural Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,No attribution,No attribution,No attribution,No attribution
10200602,Point,External Combustion Boilers,Natural Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,No attribution,No attribution,No attribution,No attribution
10200603,Point,External Combustion Boilers,Natural Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,No attribution,No attribution,No attribution,No attribution
10200604,Point,External Combustion Boilers,Natural Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|01 Natural,Gas,No attribution,No attribution,No attribution,No attribution
10200701,Point,External Combustion Boilers,Process Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,No attribution,No attribution,No attribution,No attribution
10200704,Point,External Combustion Boilers,Process Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,No attribution,No attribution,No attribution,No attribution
10200707,Point,External Combustion Boilers,Process Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,No attribution,No attribution,No attribution,No attribution
10200710,Point,External Combustion Boilers,Process Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,No attribution,No attribution,No attribution,No attribution
10200711,Point,External Combustion Boilers,Process Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,No attribution,No attribution,No attribution,No attribution
10200799,Point,External Combustion Boilers,Process Gas,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|03 Gas|02 Process,Gas,No attribution,No attribution,No attribution,No attribution
10200802,Point,External Combustion Boilers,Petroleum Coke,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|99 Other,Other,No attribution,No attribution,No attribution,No attribution
10200804,Point,External Combustion Boilers,Petroleum Coke,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|99 Other,Other,No attribution,No attribution,No attribution,No attribution
10200901,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200902,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200903,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200904,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200905,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200906,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200907,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200908,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200910,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200911,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10200912,Point,External Combustion Boilers,Wood/Bark Waste,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|01 Wood/Bark Waste,Other,No attribution,No attribution,No attribution,No attribution
10201001,Point,External Combustion Boilers,Liquified Petroleum Gas (LPG),Industrial,"Fuel Comb - Industrial Boilers, ICEs - Other",Fuel Comb. Industrial,02 Fuel Comb. Industrial|04 Other|99 Other,Other,No attribution,No attribution,No attribution,No attribution
